transaction_id,truck_id,payment_method_id,total,at,truck_name,truck_description,has_card_reader,fsa_rating,payment_method
821,1,1,700.0,2026-01-08 11:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
822,1,1,700.0,2026-01-08 11:23:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
823,1,2,700.0,2026-01-08 11:28:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
824,1,2,880.0,2026-01-08 11:36:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
825,1,2,1100.0,2026-01-08 11:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
826,1,1,700.0,2026-01-08 11:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
827,1,2,700.0,2026-01-08 11:55:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
828,1,2,840.0,2026-01-08 12:02:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
829,1,1,900.0,2026-01-08 12:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
830,1,1,880.0,2026-01-08 12:04:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
831,1,1,950.0,2026-01-08 12:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
832,1,2,930.0,2026-01-08 12:07:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
833,1,1,800.0,2026-01-08 12:09:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
834,1,2,969.0,2026-01-08 12:09:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
835,1,2,1100.0,2026-01-08 12:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
836,1,1,700.0,2026-01-08 12:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
837,1,2,700.0,2026-01-08 12:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
838,1,1,700.0,2026-01-08 12:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
839,1,2,700.0,2026-01-08 12:13:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
840,1,1,700.0,2026-01-08 12:15:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
841,1,2,1060.0,2026-01-08 12:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
842,1,1,1090.0,2026-01-08 12:18:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
843,1,1,700.0,2026-01-08 12:20:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
844,1,2,700.0,2026-01-08 12:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
845,1,1,700.0,2026-01-08 12:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
846,1,1,869.0,2026-01-08 12:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
847,1,2,700.0,2026-01-08 12:22:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
848,1,1,1000.0,2026-01-08 12:23:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
849,1,1,700.0,2026-01-08 12:23:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
850,1,1,700.0,2026-01-08 12:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
851,1,2,700.0,2026-01-08 12:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
852,1,2,700.0,2026-01-08 12:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
853,1,1,830.0,2026-01-08 12:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
854,1,2,969.0,2026-01-08 12:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
855,1,2,700.0,2026-01-08 12:27:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
856,1,1,980.0,2026-01-08 12:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
857,1,1,700.0,2026-01-08 12:30:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
858,1,1,700.0,2026-01-08 12:32:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
859,1,2,700.0,2026-01-08 12:34:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
860,1,2,700.0,2026-01-08 12:36:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
861,1,2,700.0,2026-01-08 12:37:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
862,1,2,700.0,2026-01-08 12:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
863,1,2,700.0,2026-01-08 12:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
864,1,2,700.0,2026-01-08 12:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
865,1,2,700.0,2026-01-08 12:40:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
866,1,1,700.0,2026-01-08 12:40:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
867,1,1,700.0,2026-01-08 12:42:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
868,1,2,700.0,2026-01-08 12:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
869,1,1,700.0,2026-01-08 12:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
870,1,1,700.0,2026-01-08 12:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
871,1,1,700.0,2026-01-08 12:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
872,1,2,919.0,2026-01-08 12:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
873,1,2,700.0,2026-01-08 12:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
874,1,2,700.0,2026-01-08 12:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
875,1,1,700.0,2026-01-08 12:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
876,1,2,700.0,2026-01-08 12:46:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
877,1,2,700.0,2026-01-08 12:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
878,1,2,700.0,2026-01-08 12:48:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
879,1,2,700.0,2026-01-08 12:50:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
880,1,1,950.0,2026-01-08 12:52:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
881,1,2,700.0,2026-01-08 12:53:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
882,1,1,700.0,2026-01-08 12:56:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
883,1,1,700.0,2026-01-08 12:57:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
884,1,2,700.0,2026-01-08 12:59:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
885,1,2,700.0,2026-01-08 13:01:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
886,1,1,700.0,2026-01-08 13:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
887,1,2,950.0,2026-01-08 13:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
888,1,2,700.0,2026-01-08 13:04:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
889,1,2,700.0,2026-01-08 13:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
890,1,1,990.0,2026-01-08 13:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
891,1,2,700.0,2026-01-08 13:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
892,1,2,700.0,2026-01-08 13:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
893,1,2,700.0,2026-01-08 13:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
894,1,1,700.0,2026-01-08 13:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
895,1,1,1000.0,2026-01-08 13:07:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
896,1,2,700.0,2026-01-08 13:07:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
897,1,2,869.0,2026-01-08 13:08:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
898,1,1,700.0,2026-01-08 13:09:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
899,1,2,819.0,2026-01-08 13:10:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
900,1,2,700.0,2026-01-08 13:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
901,1,1,700.0,2026-01-08 13:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
902,1,2,700.0,2026-01-08 13:12:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
903,1,2,1040.0,2026-01-08 13:13:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
904,1,2,700.0,2026-01-08 13:13:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
905,1,1,700.0,2026-01-08 13:14:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
906,1,2,700.0,2026-01-08 13:15:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
907,1,1,700.0,2026-01-08 13:15:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
908,1,1,700.0,2026-01-08 13:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
909,1,2,700.0,2026-01-08 13:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
910,1,2,700.0,2026-01-08 13:17:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
911,1,1,700.0,2026-01-08 13:18:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
912,1,1,700.0,2026-01-08 13:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
913,1,2,700.0,2026-01-08 13:20:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
914,1,1,980.0,2026-01-08 13:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
915,1,1,700.0,2026-01-08 13:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
916,1,2,700.0,2026-01-08 13:22:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
917,1,2,700.0,2026-01-08 13:23:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
918,1,2,1019.0,2026-01-08 13:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
919,1,1,1010.0,2026-01-08 13:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
920,1,2,700.0,2026-01-08 13:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
921,1,2,700.0,2026-01-08 13:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
922,1,2,700.0,2026-01-08 13:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
923,1,2,1030.0,2026-01-08 13:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
924,1,2,1030.0,2026-01-08 13:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
925,1,2,700.0,2026-01-08 13:27:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
926,1,1,700.0,2026-01-08 13:28:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
927,1,2,700.0,2026-01-08 13:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
928,1,2,700.0,2026-01-08 13:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
929,1,2,700.0,2026-01-08 13:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
930,1,2,700.0,2026-01-08 13:30:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
931,1,1,700.0,2026-01-08 13:30:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
932,1,2,969.0,2026-01-08 13:30:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
933,1,2,700.0,2026-01-08 13:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
934,1,1,700.0,2026-01-08 13:32:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
935,1,1,819.0,2026-01-08 13:32:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
936,1,1,700.0,2026-01-08 13:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
937,1,1,910.0,2026-01-08 13:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
938,1,1,700.0,2026-01-08 13:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
939,1,2,700.0,2026-01-08 13:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
940,1,2,700.0,2026-01-08 13:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
941,1,1,700.0,2026-01-08 13:34:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
942,1,1,700.0,2026-01-08 13:35:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
943,1,2,700.0,2026-01-08 13:36:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
944,1,2,700.0,2026-01-08 13:37:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
945,1,1,700.0,2026-01-08 13:38:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
946,1,1,969.0,2026-01-08 13:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
947,1,2,700.0,2026-01-08 13:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
948,1,2,1000.0,2026-01-08 13:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
949,1,2,700.0,2026-01-08 13:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
950,1,1,840.0,2026-01-08 13:40:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
951,1,1,700.0,2026-01-08 13:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
952,1,2,700.0,2026-01-08 13:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
953,1,1,700.0,2026-01-08 13:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
954,1,1,700.0,2026-01-08 13:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
955,1,1,700.0,2026-01-08 13:42:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
956,1,1,700.0,2026-01-08 13:42:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
957,1,1,700.0,2026-01-08 13:42:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
958,1,2,700.0,2026-01-08 13:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
959,1,1,700.0,2026-01-08 13:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
960,1,1,1060.0,2026-01-08 13:45:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
961,1,1,700.0,2026-01-08 13:46:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
962,1,2,900.0,2026-01-08 13:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
963,1,1,700.0,2026-01-08 13:48:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
964,1,2,910.0,2026-01-08 13:49:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
965,1,1,810.0,2026-01-08 13:51:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
966,1,2,700.0,2026-01-08 13:52:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
967,1,2,830.0,2026-01-08 13:53:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
968,1,2,1019.0,2026-01-08 13:54:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
969,1,1,700.0,2026-01-08 13:55:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
970,1,1,700.0,2026-01-08 13:55:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
971,1,2,700.0,2026-01-08 13:56:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
972,1,1,990.0,2026-01-08 13:56:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
973,1,1,700.0,2026-01-08 13:57:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
974,1,2,1010.0,2026-01-08 13:57:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
975,1,1,700.0,2026-01-08 13:57:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
976,1,1,700.0,2026-01-08 13:58:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
977,1,1,700.0,2026-01-08 13:59:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
978,1,1,700.0,2026-01-08 13:59:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
979,1,2,700.0,2026-01-08 14:00:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
980,1,1,700.0,2026-01-08 14:00:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
981,1,1,700.0,2026-01-08 14:01:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
982,1,1,700.0,2026-01-08 14:01:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
983,1,1,890.0,2026-01-08 14:02:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
984,1,1,700.0,2026-01-08 14:02:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
985,1,1,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
986,1,2,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
987,1,2,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
988,1,2,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
989,1,2,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
990,1,1,700.0,2026-01-08 14:03:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
991,1,2,1000.0,2026-01-08 14:04:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
992,1,1,869.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
993,1,1,700.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
994,1,1,700.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
995,1,1,1030.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
996,1,1,700.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
997,1,1,700.0,2026-01-08 14:05:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
998,1,1,960.0,2026-01-08 14:06:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
999,1,1,700.0,2026-01-08 14:07:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1000,1,1,700.0,2026-01-08 14:07:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1001,1,1,990.0,2026-01-08 14:08:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1002,1,1,700.0,2026-01-08 14:08:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1003,1,1,700.0,2026-01-08 14:08:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1004,1,1,700.0,2026-01-08 14:09:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1005,1,2,700.0,2026-01-08 14:09:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1006,1,2,700.0,2026-01-08 14:10:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1007,1,2,840.0,2026-01-08 14:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1008,1,1,700.0,2026-01-08 14:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1009,1,2,700.0,2026-01-08 14:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1010,1,2,919.0,2026-01-08 14:11:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1011,1,1,700.0,2026-01-08 14:12:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1012,1,2,700.0,2026-01-08 14:13:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1013,1,2,890.0,2026-01-08 14:14:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1014,1,2,700.0,2026-01-08 14:14:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1015,1,1,700.0,2026-01-08 14:14:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1016,1,2,1019.0,2026-01-08 14:15:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1017,1,1,700.0,2026-01-08 14:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1018,1,2,990.0,2026-01-08 14:16:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1019,1,1,700.0,2026-01-08 14:17:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1020,1,2,700.0,2026-01-08 14:17:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1021,1,1,700.0,2026-01-08 14:17:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1022,1,2,700.0,2026-01-08 14:18:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1023,1,1,700.0,2026-01-08 14:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1024,1,2,830.0,2026-01-08 14:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1025,1,1,700.0,2026-01-08 14:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1026,1,2,700.0,2026-01-08 14:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1027,1,2,700.0,2026-01-08 14:19:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1028,1,2,700.0,2026-01-08 14:20:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1029,1,2,700.0,2026-01-08 14:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1030,1,2,700.0,2026-01-08 14:21:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1031,1,2,1080.0,2026-01-08 14:22:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1032,1,1,700.0,2026-01-08 14:23:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1033,1,2,1040.0,2026-01-08 14:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1034,1,1,700.0,2026-01-08 14:24:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1035,1,1,700.0,2026-01-08 14:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1036,1,1,700.0,2026-01-08 14:25:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1037,1,1,969.0,2026-01-08 14:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1038,1,2,1019.0,2026-01-08 14:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1039,1,1,950.0,2026-01-08 14:26:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1040,1,2,940.0,2026-01-08 14:27:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1041,1,2,1070.0,2026-01-08 14:27:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1042,1,1,1019.0,2026-01-08 14:27:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1043,1,2,860.0,2026-01-08 14:28:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1044,1,2,700.0,2026-01-08 14:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1045,1,2,700.0,2026-01-08 14:29:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1046,1,2,700.0,2026-01-08 14:30:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1047,1,1,700.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1048,1,2,830.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1049,1,2,700.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1050,1,1,700.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1051,1,2,830.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1052,1,1,700.0,2026-01-08 14:31:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1053,1,2,700.0,2026-01-08 14:32:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1054,1,1,700.0,2026-01-08 14:32:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1055,1,2,700.0,2026-01-08 14:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1056,1,2,880.0,2026-01-08 14:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1057,1,2,700.0,2026-01-08 14:33:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1058,1,1,700.0,2026-01-08 14:34:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1059,1,2,700.0,2026-01-08 14:34:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1060,1,2,890.0,2026-01-08 14:35:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1061,1,1,700.0,2026-01-08 14:37:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1062,1,2,960.0,2026-01-08 14:38:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1063,1,1,700.0,2026-01-08 14:39:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1064,1,1,969.0,2026-01-08 14:40:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1065,1,1,700.0,2026-01-08 14:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1066,1,2,700.0,2026-01-08 14:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1067,1,1,950.0,2026-01-08 14:41:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1068,1,2,700.0,2026-01-08 14:42:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1069,1,1,1070.0,2026-01-08 14:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1070,1,1,700.0,2026-01-08 14:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1071,1,2,700.0,2026-01-08 14:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1072,1,2,850.0,2026-01-08 14:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1073,1,1,700.0,2026-01-08 14:43:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1074,1,1,700.0,2026-01-08 14:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1075,1,1,1070.0,2026-01-08 14:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1076,1,1,1040.0,2026-01-08 14:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1077,1,2,700.0,2026-01-08 14:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1078,1,1,700.0,2026-01-08 14:44:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1079,1,2,700.0,2026-01-08 14:45:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1080,1,1,1019.0,2026-01-08 14:46:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1081,1,2,700.0,2026-01-08 14:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1082,1,1,700.0,2026-01-08 14:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1083,1,2,700.0,2026-01-08 14:47:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1084,1,2,700.0,2026-01-08 14:48:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1085,1,1,700.0,2026-01-08 14:49:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1086,1,1,700.0,2026-01-08 14:49:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1087,1,2,840.0,2026-01-08 14:50:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1088,1,2,860.0,2026-01-08 14:50:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1089,1,1,700.0,2026-01-08 14:50:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1090,1,1,700.0,2026-01-08 14:50:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
1091,1,2,1050.0,2026-01-08 14:51:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1092,1,2,700.0,2026-01-08 14:51:00,Burrito Madness,An authentic taste of Mexico.,1,4,card
1093,1,1,700.0,2026-01-08 14:52:00,Burrito Madness,An authentic taste of Mexico.,1,4,cash
